ciss_product_id,wake_sku,wake_variant_id,unit,unit_raw,ciss_price,ciss_stock,ciss_enterprise,ciss_location,package_weight_kg,expected_retail_price,expected_wholesale_price,wake_current_price,price_match,expected_stock,wake_current_stock,stock_match,price_table_expected,price_table_actual,price_table_match,wake_variant_id_actual,wake_preco_de,price_table_preco_de_actual,status,error
7769,7769,281534,,CT,51.25,83.88,2,2,,,,0.62,,,838,,,0.62,,281534,0,0.81,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
7770,7770,281535,,CT,48.7,68.01,2,2,,,,0.58,,,680,,,0.58,,281535,0,0.75,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
7771,7771,281536,,CT,46.28,3.86,2,2,,,,0.56,,,38,,,0.56,,281536,0,0.73,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
7772,7772,281537,,CT,68.53,0,2,2,,,,0.82,,,0,,,0.82,,281537,0,1.07,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
7773,7773,281538,,CT,55.11,0.99,2,2,,,,0.66,,,9,,,0.66,,281538,0,0.86,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
7774,7774,281539,,CT,57.96,7.24,2,2,,,,0.7,,,72,,,0.7,,281539,0,0.91,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
7775,7775,281540,,CT,74.69,18.96,2,2,,,,0.9,,,189,,,0.9,,281540,0,1.17,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
7776,7776,281541,,CT,26.99,5.13,2,2,,,,0.32,,,51,,,0.32,,281541,0,0.42,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
7777,7777,280902,,CT,63.34,10.3,2,2,,,,0.76,,,103,,,0.76,,280902,0,0.99,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
7778,7778,280903,,CT,24.23,1.7,2,2,,,,0.29,,,17,,,0.29,,280903,0,0.38,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
7779,7779,280904,,CT,43.38,0.95,2,2,,,,0.52,,,9,,,0.52,,280904,0,0.68,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
7780,7780,280905,,CT,43.83,-0.58,2,2,,,,0.53,,,0,,,0.53,,280905,0,0.69,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
7781,7781,280906,,CT,27.4,68.5,2,2,,,,0.33,,,685,,,0.33,,280906,0,0.43,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
7782,7782,280907,,CT,19.29,20.34,2,2,,,,0.23,,,203,,,0.23,,280907,0,0.3,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
7783,7783,280908,,CT,70.96,2.22,2,2,,,,0.85,,,22,,,0.85,,280908,0,1.11,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
7784,7784,280909,,CT,5.49,26.58,2,2,,,,0.07,,,265,,,0.07,,280909,0,0.09,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
7785,7785,280910,,CT,55.97,5.61,2,2,,,,0.67,,,56,,,0.67,,280910,0,0.87,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
8028,8028,280933,,CT,3.23,17.07,2,2,,,,0.04,,,170,,,0.04,,280933,0,0.05,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
20077,20077,280999,,CT,1.63,115.74,2,2,,,,0.02,,,1157,,,0.02,,280999,0,0.03,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
20079,20079,281000,,CT,5.16,9.18,2,2,,,,0.06,,,91,,,0.06,,281000,0,0.08,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
20264,20264,281001,,CT,5.76,72.82,2,2,,,,0.07,,,728,,,0.07,,281001,0,0.09,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
25237,25237,281021,,CT,62.02,2.46,2,2,,,,0.74,,,24,,,0.74,,281021,0,0.96,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
25239,25239,281022,,CT,85.66,-0.57,2,2,,,,1.03,,,0,,,1.03,,281022,0,1.34,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
25241,25241,281023,,CT,135.22,3.11,2,2,,,,1.62,,,31,,,1.62,,281023,0,2.11,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
25452,25452,281024,,CT,4.01,3.74,2,2,,,,0.05,,,37,,,0.05,,281024,0,0.07,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
28521,28521,281047,,CT,115.62,1.96,2,2,,,,1.39,,,19,,,1.39,,281047,0,1.81,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
355,355,278142,PC,PC,2.91,-2,2,2,,2.91,,0.03,false,0,0,true,2.91,0.03,false,278142,0,0.04,PRICE_MISMATCH,
304,304,278400,,CT,17.07,16.51,2,2,,,,0.2,,,165,,,0.2,,278400,0,0.26,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
309,309,278413,,CT,605.39,-0.35,2,2,,,,7.26,,,0,,,7.26,,278413,0,9.44,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
310,310,278405,,CT,49.75,41.12,2,2,,,,0.6,,,411,,,0.6,,278405,0,0.78,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
312,312,278402,,CT,31.06,103.58,2,2,,,,0.37,,,1035,,,0.37,,278402,0,0.48,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
313,313,278407,,CT,55.33,16.19,2,2,,,,0.66,,,161,,,0.66,,278407,0,0.86,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
315,315,278410,,CT,97.07,5.42,2,2,,,,1.16,,,54,,,1.16,,278410,0,1.51,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5490,5490,278409,,CT,97.12,49.12,2,2,,,,1.17,,,491,,,1.17,,278409,0,1.52,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
23732,23732,279248,,CT,15.04,30.448,2,2,,,,0.18,,,304,,,0.18,,279248,0,0.23,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
305,305,278399,,CT,17.4,339.68,2,2,,,,0.21,,,3396,,,0.21,,278399,0,0.27,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5486,5486,278411,,CT,155.33,129.63,2,2,,,,1.86,,,1296,,,1.86,,278411,0,2.42,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5487,5487,278412,,CT,276.2,2.9,2,2,,,,3.31,,,29,,,3.31,,278412,0,4.3,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5488,5488,278404,,CT,35.19,78.25,2,2,,,,0.42,,,782,,,0.42,,278404,0,0.55,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5489,5489,278406,,CT,54.82,66.474,2,2,,,,0.66,,,664,,,0.66,,278406,0,0.86,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
503,503,279133,PC,PC,6.42,42,2,2,,6.42,,0.08,false,42,420,false,6.42,0.08,false,279133,0,0.1,PRICE_AND_STOCK_MISMATCH,
251,251,278136,,CT,32.06,29.96,2,2,,,,0.38,,,299,,,0.38,,278136,0,0.49,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
12852,12852,279385,KG,KG,28.33,2008.038,2,2,,,,0.34,,,20080,,,0.34,,279385,0,0.44,CONFIGURATION_REQUIRED,UNIT=KG sem kg_por_caixa cadastrado (nao inventar valor)
17894,17894,279386,PC,PC,2.72,242,2,2,,2.72,,0.03,false,242,2420,false,2.72,0.03,false,279386,0,0.04,PRICE_AND_STOCK_MISMATCH,
12983,12983,278233,PC,PC,3.96,194,2,2,,3.96,,0.05,false,194,1940,false,3.96,0.05,false,278233,0,0.07,PRICE_AND_STOCK_MISMATCH,
24339,24339,278261,PC,PC,21.51,9,2,2,,21.51,,0.26,false,9,90,false,21.51,0.26,false,278261,0,0.34,PRICE_AND_STOCK_MISMATCH,
936,936,278267,,CT,140.04,16.25,2,2,,,,1.68,,,162,,,1.68,,278267,0,2.18,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
13064,13064,278285,PC,PC,23.95,283,2,2,,23.95,,0.29,false,283,2830,false,23.95,0.29,false,278285,0,0.38,PRICE_AND_STOCK_MISMATCH,
5691,5691,281340,,CT,1.59,19.21,2,2,,,,0.02,,,192,,,0.02,,281340,0,0.03,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5692,5692,281341,,CT,2.29,287.37,2,2,,,,0.03,,,2873,,,0.03,,281341,0,0.04,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5693,5693,281342,,CT,3.84,26.68,2,2,,,,0.05,,,266,,,0.05,,281342,0,0.07,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5694,5694,281343,,CT,3.46,29.4,2,2,,,,0.04,,,294,,,0.04,,281343,0,0.05,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5695,5695,281344,,CT,5.53,2.36,2,2,,,,0.07,,,23,,,0.07,,281344,0,0.09,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5696,5696,281345,,CT,3.56,6.66,2,2,,,,0.04,,,66,,,0.04,,281345,0,0.05,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5697,5697,281346,,CT,4.51,180.49,2,2,,,,0.05,,,1804,,,0.05,,281346,0,0.07,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5698,5698,281347,,CT,5.13,52.09,2,2,,,,0.06,,,520,,,0.06,,281347,0,0.08,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5699,5699,281348,,CT,6.46,14.68,2,2,,,,0.08,,,146,,,0.08,,281348,0,0.1,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5700,5700,281349,,CT,15.92,820.83,2,2,,,,0.19,,,8208,,,0.19,,281349,0,0.25,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5701,5701,281350,,CT,15.65,249.96,2,2,,,,0.19,,,2499,,,0.19,,281350,0,0.25,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5702,5702,281351,,CT,8.96,30.33,2,2,,,,0.11,,,303,,,0.11,,281351,0,0.14,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5703,5703,281352,,CT,10.25,74.36,2,2,,,,0.12,,,743,,,0.12,,281352,0,0.16,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5704,5704,281353,,CT,9.42,250.6,2,2,,,,0.11,,,2506,,,0.11,,281353,0,0.14,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5705,5705,281354,,CT,10.51,83.37,2,2,,,,0.13,,,833,,,0.13,,281354,0,0.17,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5706,5706,281355,,CT,5.85,402.01,2,2,,,,0.07,,,4020,,,0.07,,281355,0,0.09,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5707,5707,281356,,CT,6.09,212.95,2,2,,,,0.07,,,2129,,,0.07,,281356,0,0.09,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5708,5708,281357,,CT,8.39,331.49,2,2,,,,0.1,,,3314,,,0.1,,281357,0,0.13,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5709,5709,281358,,CT,7.37,18.82,2,2,,,,0.09,,,188,,,0.09,,281358,0,0.12,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5710,5710,281359,,CT,7.9,-0.04,2,2,,,,0.09,,,0,,,0.09,,281359,0,0.12,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5711,5711,281360,,CT,11.7,149.5,2,2,,,,0.14,,,1495,,,0.14,,281360,0,0.18,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5712,5712,281361,,CT,13.92,212.41,2,2,,,,0.17,,,2124,,,0.17,,281361,0,0.22,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5713,5713,281362,,CT,8.84,27.74,2,2,,,,0.11,,,277,,,0.11,,281362,0,0.14,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5714,5714,281363,,CT,6.02,47.05,2,2,,,,0.07,,,470,,,0.07,,281363,0,0.09,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5715,5715,281364,,CT,4.86,71.14,2,2,,,,0.06,,,711,,,0.06,,281364,0,0.08,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5716,5716,281365,,CT,12.02,137.68,2,2,,,,0.14,,,1376,,,0.14,,281365,0,0.18,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5717,5717,281366,,CT,15.21,45.2,2,2,,,,0.18,,,452,,,0.18,,281366,0,0.23,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5718,5718,281367,,CT,2.84,31.7,2,2,,,,0.03,,,317,,,0.03,,281367,0,0.04,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5719,5719,281368,,CT,5.13,40.76,2,2,,,,0.06,,,407,,,0.06,,281368,0,0.08,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5720,5720,281369,,CT,12.64,52.4,2,2,,,,0.15,,,524,,,0.15,,281369,0,0.2,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5721,5721,281370,,CT,7.72,169.61,2,2,,,,0.09,,,1696,,,0.09,,281370,0,0.12,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5722,5722,281371,,CT,9.68,112.02,2,2,,,,0.12,,,1120,,,0.12,,281371,0,0.16,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5723,5723,281372,,CT,6.66,136.1,2,2,,,,0.08,,,1361,,,0.08,,281372,0,0.1,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5724,5724,281373,,CT,24.52,33.56,2,2,,,,0.29,,,335,,,0.29,,281373,0,0.38,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5725,5725,281374,,CT,28.81,31.66,2,2,,,,0.35,,,316,,,0.35,,281374,0,0.46,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5726,5726,281375,,CT,33.58,128.75,2,2,,,,0.4,,,1287,,,0.4,,281375,0,0.52,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5727,5727,281376,,CT,16.37,10.75,2,2,,,,0.2,,,107,,,0.2,,281376,0,0.26,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5729,5729,281377,,CT,3.07,57.06,2,2,,,,0.04,,,570,,,0.04,,281377,0,0.05,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5733,5733,281378,,CT,4.56,11.22,2,2,,,,0.05,,,112,,,0.05,,281378,0,0.07,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5734,5734,281379,,CT,16.69,51.16,2,2,,,,0.2,,,511,,,0.2,,281379,0,0.26,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5735,5735,281380,,CT,5.32,246.37,2,2,,,,0.06,,,2463,,,0.06,,281380,0,0.08,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5736,5736,281381,,CT,23.28,48.61,2,2,,,,0.28,,,486,,,0.28,,281381,0,0.36,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5737,5737,281382,,CT,27.48,34.94,2,2,,,,0.33,,,349,,,0.33,,281382,0,0.43,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5738,5738,281383,,CT,41.76,50.06,2,2,,,,0.5,,,500,,,0.5,,281383,0,0.65,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5739,5739,281384,,CT,4.21,0.65,2,2,,,,0.05,,,6,,,0.05,,281384,0,0.07,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5741,5741,281385,,CT,3.55,39.4,2,2,,,,0.04,,,394,,,0.04,,281385,0,0.05,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5744,5744,281386,,CT,2.46,33.5,2,2,,,,0.03,,,335,,,0.03,,281386,0,0.04,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5745,5745,281387,,CT,4.52,33.46,2,2,,,,0.05,,,334,,,0.05,,281387,0,0.07,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5746,5746,281388,,CT,4.33,127.59,2,2,,,,0.05,,,1275,,,0.05,,281388,0,0.07,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5747,5747,281389,,CT,5.69,11.82,2,2,,,,0.07,,,118,,,0.07,,281389,0,0.09,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5748,5748,281390,,CT,6.04,19.69,2,2,,,,0.07,,,196,,,0.07,,281390,0,0.09,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5749,5749,281391,,CT,7.87,10.4,2,2,,,,0.09,,,104,,,0.09,,281391,0,0.12,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5750,5750,281392,,CT,7.15,9.4,2,2,,,,0.09,,,94,,,0.09,,281392,0,0.12,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5751,5751,281393,,CT,10.03,96.91,2,2,,,,0.12,,,969,,,0.12,,281393,0,0.16,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5752,5752,281394,,CT,9.16,13.63,2,2,,,,0.11,,,136,,,0.11,,281394,0,0.14,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5753,5753,281395,,CT,11.34,3.83,2,2,,,,0.14,,,38,,,0.14,,281395,0,0.18,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5754,5754,281396,,CT,16.13,6.47,2,2,,,,0.19,,,64,,,0.19,,281396,0,0.25,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5755,5755,281397,,CT,14.63,183.23,2,2,,,,0.18,,,1832,,,0.18,,281397,0,0.23,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5756,5756,281398,,CT,12.42,20.32,2,2,,,,0.15,,,203,,,0.15,,281398,0,0.2,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5757,5757,281399,,CT,9.89,16.72,2,2,,,,0.12,,,167,,,0.12,,281399,0,0.16,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5758,5758,281400,,CT,14.65,8.16,2,2,,,,0.18,,,81,,,0.18,,281400,0,0.23,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5759,5759,281401,,CT,8.06,22.79,2,2,,,,0.1,,,227,,,0.1,,281401,0,0.13,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5761,5761,281402,,CT,6.49,24.95,2,2,,,,0.08,,,249,,,0.08,,281402,0,0.1,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5762,5762,281403,,CT,10.38,11.57,2,2,,,,0.12,,,115,,,0.12,,281403,0,0.16,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5764,5764,281404,,CT,7.31,327.67,2,2,,,,0.09,,,3276,,,0.09,,281404,0,0.12,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5765,5765,281405,,CT,4.66,49.4,2,2,,,,0.06,,,494,,,0.06,,281405,0,0.08,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5766,5766,281406,,CT,8.72,50.31,2,2,,,,0.1,,,503,,,0.1,,281406,0,0.13,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5767,5767,281407,,CT,11.06,24.51,2,2,,,,0.13,,,245,,,0.13,,281407,0,0.17,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5768,5768,281408,,CT,7.03,12.26,2,2,,,,0.08,,,122,,,0.08,,281408,0,0.1,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5769,5769,281409,,CT,9.59,28.97,2,2,,,,0.12,,,289,,,0.12,,281409,0,0.16,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5770,5770,281410,,CT,12.4,20.68,2,2,,,,0.15,,,206,,,0.15,,281410,0,0.2,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5771,5771,281411,,CT,12.77,338.23,2,2,,,,0.15,,,3382,,,0.15,,281411,0,0.2,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5772,5772,281412,,CT,9.24,82.48,2,2,,,,0.11,,,824,,,0.11,,281412,0,0.14,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
5779,5779,281413,,CT,4.68,64.74,2,2,,,,0.06,,,647,,,0.06,,281413,0,0.08,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
1490,1490,280292,,CT,230.08,10.71,2,2,,,,2.76,,,107,,,2.76,,280292,0,3.59,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
1615,1615,280885,,CT,10.99,47.5,2,2,,,,0.13,,,475,,,0.13,,280885,0,0.17,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
1810,1810,281102,,CT,29.63,9.72,2,2,,,,0.36,,,97,,,0.36,,281102,0,0.47,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
1812,1812,281103,,CT,11.93,11.01,2,2,,,,0.14,,,110,,,0.14,,281103,0,0.18,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
1941,1941,281104,,CT,56.2,55.04,2,2,,,,0.67,,,550,,,0.67,,281104,0,0.87,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
1943,1943,281105,,CT,15.73,244.07,2,2,,,,0.19,,,2440,,,0.19,,281105,0,0.25,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
1944,1944,281106,,CT,14.27,25.95,2,2,,,,0.17,,,259,,,0.17,,281106,0,0.22,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
1948,1948,281107,,CT,11.68,48.5,2,2,,,,0.14,,,485,,,0.14,,281107,0,0.18,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
1953,1953,281108,,CT,534.98,0,2,2,,,,6.42,,,0,,,6.42,,281108,0,8.35,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
1960,1960,281109,,CT,61.5,9.81,2,2,,,,0.74,,,98,,,0.74,,281109,0,0.96,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
1965,1965,281110,,CT,57.63,0.45,2,2,,,,0.69,,,4,,,0.69,,281110,0,0.9,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2037,2037,281111,,CT,56.87,22.48,2,2,,,,0.68,,,224,,,0.68,,281111,0,0.88,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2446,2446,280200,,CT,14.24,20.39,2,2,,,,0.17,,,203,,,0.17,,280200,0,0.22,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2447,2447,280199,,CT,17.14,5.43,2,2,,,,0.21,,,54,,,0.21,,280199,0,0.27,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2448,2448,280198,,CT,18,69.32,2,2,,,,0.22,,,693,,,0.22,,280198,0,0.29,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2449,2449,280197,,CT,19.21,26.53,2,2,,,,0.23,,,265,,,0.23,,280197,0,0.3,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2450,2450,280196,,CT,19.32,8.08,2,2,,,,0.23,,,80,,,0.23,,280196,0,0.3,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2451,2451,278829,,CT,21.48,10.11,2,2,,,,0.26,,,101,,,0.26,,278829,0,0.34,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2453,2453,279926,,CT,25.36,71.71,2,2,,,,0.3,,,717,,,0.3,,279926,0,0.39,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2454,2454,279366,,CT,25.84,31.28,2,2,,,,0.31,,,312,,,0.31,,279366,0,0.4,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2455,2455,278828,,CT,24.72,3.7,2,2,,,,0.3,,,37,,,0.3,,278828,0,0.39,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2456,2456,278827,,CT,26.85,13.38,2,2,,,,0.32,,,133,,,0.32,,278827,0,0.42,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2457,2457,278826,,CT,35.03,359.24,2,2,,,,0.42,,,3592,,,0.42,,278826,0,0.55,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2458,2458,278825,,CT,37.3,11.95,2,2,,,,0.45,,,119,,,0.45,,278825,0,0.59,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2459,2459,278824,,CT,42.89,10.38,2,2,,,,0.51,,,103,,,0.51,,278824,0,0.66,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2460,2460,279925,,CT,37.05,7.36,2,2,,,,0.44,,,73,,,0.44,,279925,0,0.57,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2461,2461,278823,,CT,45.15,10.7,2,2,,,,0.54,,,107,,,0.54,,278823,0,0.7,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2462,2462,278822,,CT,39.33,10.25,2,2,,,,0.47,,,102,,,0.47,,278822,0,0.61,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2463,2463,278821,,CT,44.12,12.09,2,2,,,,0.53,,,120,,,0.53,,278821,0,0.69,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2464,2464,278820,,CT,47.97,21.56,2,2,,,,0.58,,,215,,,0.58,,278820,0,0.75,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2465,2465,280195,,CT,49.21,0.2,2,2,,,,0.59,,,2,,,0.59,,280195,0,0.77,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2466,2466,281112,,CT,58.35,5.46,2,2,,,,0.7,,,54,,,0.7,,281112,0,0.91,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2467,2467,280194,,CT,36.06,17.19,2,2,,,,0.43,,,171,,,0.43,,280194,0,0.56,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2468,2468,280193,,CT,47.47,15.56,2,2,,,,0.57,,,155,,,0.57,,280193,0,0.74,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2469,2469,279442,,CT,42.49,4.2,2,2,,,,0.51,,,42,,,0.51,,279442,0,0.66,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2470,2470,279441,,CT,54.84,21.5,2,2,,,,0.66,,,215,,,0.66,,279441,0,0.86,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2471,2471,279440,,CT,49.9,10.6,2,2,,,,0.6,,,106,,,0.6,,279440,0,0.78,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2472,2472,279439,,CT,53.74,7.63,2,2,,,,0.64,,,76,,,0.64,,279439,0,0.83,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2473,2473,279438,,CT,56.61,33.95,2,2,,,,0.68,,,339,,,0.68,,279438,0,0.88,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2474,2474,279437,,CT,77.85,4.59,2,2,,,,0.93,,,45,,,0.93,,279437,0,1.21,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2475,2475,279436,,CT,63.33,8.77,2,2,,,,0.76,,,87,,,0.76,,279436,0,0.99,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2476,2476,279435,,CT,72.92,13.2,2,2,,,,0.88,,,132,,,0.88,,279435,0,1.14,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2477,2477,279434,,CT,78.69,16.06,2,2,,,,0.94,,,160,,,0.94,,279434,0,1.22,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2478,2478,279433,,CT,87.8,3.6,2,2,,,,1.05,,,36,,,1.05,,279433,0,1.37,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
